convertTime,load,temp,rpm,speed,fuel,mileage,voltage,latitude,longtitude,distance
2018-05-05 14:04:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:04:29,43.14,85.0,1179.0,24.0,18.668000000000003,16703.0,14.0,0.0,0.0,0.0
2018-05-05 14:04:39,39.22,85.0,1123.0,9.0,15.216000000000001,16703.0,14.0,0.0,0.0,0.0
2018-05-05 14:04:49,60.78,85.0,1624.0,17.0,16.312,16703.0,14.0,0.0,0.0,0.0
2018-05-05 14:04:59,37.65,85.0,1114.0,24.0,18.352,16703.0,14.0,0.0,0.0,0.0
2018-05-05 14:05:09,36.08,85.0,1139.0,11.0,19.608000000000004,16703.0,13.0,0.0,0.0,0.0
2018-05-05 14:05:19,47.06,85.0,807.0,1.0,11.608,16703.0,14.0,0.0,0.0,0.0
2018-05-05 14:05:29,68.63,85.0,2532.0,31.0,15.372,16703.0,14.0,0.0,0.0,0.0
2018-05-05 14:05:39,39.61,86.0,1567.0,37.0,15.372,16703.0,14.0,0.0,0.0,0.0
2018-05-05 14:05:49,89.02,86.0,2107.0,54.0,14.744,16703.0,14.0,0.0,0.0,0.0
2018-05-05 14:05:59,30.59,86.0,1297.0,47.0,18.352,16703.0,14.0,0.0,0.0,0.0
2018-05-05 14:06:09,54.12,87.0,1478.0,49.0,18.668000000000003,16704.0,14.0,0.0,0.0,0.0
2018-05-05 14:06:19,49.41,86.0,1831.0,65.0,18.196,16704.0,14.0,0.0,0.0,0.0
2018-05-05 14:06:29,98.82,86.0,2725.0,65.0,16.94,16704.0,14.0,0.0,0.0,0.0
2018-05-05 14:06:39,67.06,86.0,1979.0,64.0,17.412000000000003,16704.0,14.0,0.0,0.0,0.0
2018-05-05 14:06:49,90.98,87.0,2524.0,63.0,19.764,16704.0,14.0,0.0,0.0,0.0
2018-05-05 14:06:59,48.63,88.0,2049.0,50.0,18.040000000000003,16704.0,14.0,0.0,0.0,0.0
2018-05-05 14:07:09,78.43,90.0,2160.0,47.0,15.528,16705.0,14.0,0.0,0.0,0.0
2018-05-05 14:07:19,91.76,90.0,2375.0,59.0,19.92,16705.0,14.0,0.0,0.0,0.0
2018-05-05 14:07:29,100.0,91.0,2271.0,64.0,18.196,16705.0,14.0,0.0,0.0,0.0
2018-05-05 14:07:39,96.08,92.0,3188.0,79.0,19.296000000000003,16705.0,14.0,0.0,0.0,0.0
2018-05-05 14:07:49,24.31,92.0,1509.0,82.0,20.704,16705.0,14.0,0.0,0.0,0.0
2018-05-05 14:07:59,20.78,88.0,1729.0,92.0,18.040000000000003,16706.0,14.0,0.0,0.0,0.0
2018-05-05 14:08:09,14.12,86.0,1637.0,90.0,15.688,16706.0,14.0,0.0,0.0,0.0
2018-05-05 14:08:19,20.78,84.0,1786.0,92.0,18.040000000000003,16706.0,14.0,0.0,0.0,0.0
2018-05-05 14:08:29,27.84,83.0,2040.0,93.0,18.668000000000003,16706.0,14.0,0.0,0.0,0.0
2018-05-05 14:08:39,19.22,82.0,1711.0,93.0,15.688,16707.0,14.0,0.0,0.0,0.0
2018-05-05 14:08:49,95.29,83.0,3459.0,108.0,19.764,16707.0,14.0,0.0,0.0,0.0
2018-05-05 14:08:59,90.2,84.0,1987.0,109.0,21.804000000000002,16707.0,14.0,0.0,0.0,0.0
2018-05-05 14:09:09,100.0,84.0,2233.0,95.0,16.628,16707.0,14.0,0.0,0.0,0.0
2018-05-05 14:09:19,100.0,83.0,2783.0,104.0,18.668000000000003,16708.0,14.0,0.0,0.0,0.0
2018-05-05 14:09:29,13.73,84.0,1845.0,101.0,19.136000000000003,16708.0,14.0,0.0,0.0,0.0
2018-05-05 14:09:39,29.8,83.0,1706.0,90.0,16.628,16708.0,14.0,0.0,0.0,0.0
2018-05-05 14:09:49,25.88,82.0,1435.0,72.0,20.392,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:09:59,33.33,81.0,1192.0,29.0,16.628,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:10:09,24.31,82.0,1153.0,30.0,17.724,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:10:19,34.12,83.0,1165.0,26.0,15.528,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:10:29,50.59,85.0,1244.0,20.0,18.824,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:10:39,33.33,85.0,1302.0,20.0,16.0,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:10:49,27.45,86.0,1093.0,29.0,20.392,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:10:59,32.55,86.0,1057.0,19.0,19.92,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:11:09,37.25,86.0,1280.0,18.0,24.94,16709.0,13.0,0.0,0.0,0.0
2018-05-05 14:11:19,47.84,86.0,1701.0,13.0,18.352,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:11:29,36.47,86.0,1263.0,15.0,17.568,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:11:39,35.69,86.0,1100.0,11.0,19.608000000000004,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:11:49,38.82,86.0,896.0,7.0,17.724,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:11:59,63.92,86.0,1538.0,14.0,16.0,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:12:09,19.61,85.0,888.0,23.0,18.508000000000003,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:12:19,41.57,85.0,1190.0,22.0,16.156000000000002,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:12:29,34.9,85.0,1122.0,17.0,16.94,16709.0,14.0,0.0,0.0,0.0
2018-05-05 14:12:39,33.73,85.0,1036.0,14.0,18.040000000000003,16710.0,14.0,0.0,0.0,0.0
2018-05-05 14:12:49,40.78,85.0,1188.0,13.0,19.136000000000003,16710.0,14.0,0.0,0.0,0.0
2018-05-05 14:12:59,32.94,85.0,1013.0,20.0,18.196,16710.0,14.0,0.0,0.0,0.0
2018-05-05 14:13:09,32.94,85.0,1131.0,16.0,19.136000000000003,16710.0,14.0,0.0,0.0,0.0
2018-05-05 14:13:19,45.49,85.0,1329.0,17.0,16.94,16710.0,14.0,0.0,0.0,0.0
2018-05-05 14:13:29,32.94,85.0,1375.0,16.0,17.256,16710.0,14.0,0.0,0.0,0.0
2018-05-05 14:13:39,36.47,85.0,1145.0,22.0,19.136000000000003,16710.0,14.0,0.0,0.0,0.0
2018-05-05 14:13:49,30.2,85.0,1453.0,18.0,19.136000000000003,16710.0,14.0,0.0,0.0,0.0
2018-05-05 14:13:59,49.02,0.0,1629.0,12.0,18.352,16710.0,14.0,0.0,0.0,0.0
2018-05-05 14:14:09,48.63,85.0,1496.0,29.0,17.724,16710.0,14.0,0.0,0.0,0.0
2018-05-05 14:14:19,32.55,85.0,1280.0,28.0,15.528,16710.0,14.0,0.0,0.0,0.0
2018-05-05 14:14:29,65.49,85.0,1659.0,35.0,19.136000000000003,16710.0,14.0,0.0,0.0,0.0
2018-05-05 14:14:39,30.98,85.0,1285.0,33.0,19.136000000000003,16710.0,14.0,0.0,0.0,0.0
2018-05-05 14:14:49,22.35,84.0,1230.0,36.0,16.312,16710.0,13.0,0.0,0.0,0.0
2018-05-05 14:14:59,21.57,84.0,1250.0,43.0,18.196,16710.0,14.0,0.0,0.0,0.0
2018-05-05 14:15:09,62.75,85.0,1130.0,56.0,21.96,16711.0,14.0,0.0,0.0,0.0
2018-05-05 14:15:19,18.43,85.0,1261.0,50.0,17.1,16711.0,14.0,0.0,0.0,0.0
2018-05-05 14:15:29,27.45,85.0,1318.0,47.0,17.256,16711.0,14.0,0.0,0.0,0.0
2018-05-05 14:15:39,25.49,85.0,1226.0,63.0,16.94,16711.0,13.0,0.0,0.0,0.0
2018-05-05 14:15:49,100.0,86.0,3015.0,72.0,18.824,16711.0,14.0,0.0,0.0,0.0
2018-05-05 14:15:59,30.59,86.0,1402.0,71.0,18.508000000000003,16711.0,14.0,0.0,0.0,0.0
2018-05-05 14:16:09,25.49,85.0,1364.0,43.0,17.568,16712.0,14.0,0.0,0.0,0.0
2018-05-05 14:16:19,37.65,83.0,1363.0,11.0,19.452,16712.0,14.0,0.0,0.0,0.0
2018-05-05 14:16:29,38.04,84.0,925.0,8.0,11.608,16712.0,14.0,0.0,0.0,0.0
2018-05-05 14:16:39,38.43,84.0,1809.0,26.0,15.06,16712.0,14.0,0.0,0.0,0.0
2018-05-05 14:16:49,90.59,84.0,1511.0,42.0,16.94,16712.0,14.0,0.0,0.0,0.0
2018-05-05 14:16:59,18.04,85.0,1361.0,40.0,18.668000000000003,16712.0,14.0,0.0,0.0,0.0
2018-05-05 14:17:09,100.0,84.0,2623.0,45.0,19.608000000000004,16712.0,14.0,0.0,0.0,0.0
2018-05-05 14:17:19,34.51,84.0,1191.0,25.0,15.528,16712.0,14.0,0.0,0.0,0.0
2018-05-05 14:17:29,17.25,85.0,1322.0,40.0,14.276,16712.0,14.0,0.0,0.0,0.0
2018-05-05 14:17:39,95.69,85.0,2120.0,53.0,13.804,16712.0,14.0,0.0,0.0,0.0
2018-05-05 14:17:49,100.0,86.0,1710.0,50.0,18.668000000000003,16713.0,14.0,0.0,0.0,0.0
2018-05-05 14:17:59,89.02,86.0,1895.0,52.0,17.724,16713.0,14.0,0.0,0.0,0.0
2018-05-05 14:18:09,18.04,86.0,1375.0,54.0,16.94,16713.0,14.0,0.0,0.0,0.0
2018-05-05 14:18:19,26.27,85.0,1112.0,41.0,18.040000000000003,16713.0,14.0,0.0,0.0,0.0
2018-05-05 14:18:29,100.0,84.0,1903.0,39.0,18.196,16713.0,14.0,0.0,0.0,0.0
2018-05-05 14:18:39,39.61,84.0,1320.0,46.0,18.040000000000003,16713.0,14.0,0.0,0.0,0.0
2018-05-05 14:18:49,40.0,84.0,1205.0,49.0,16.312,16713.0,14.0,0.0,0.0,0.0
2018-05-05 14:18:59,26.27,84.0,1341.0,40.0,18.352,16713.0,14.0,0.0,0.0,0.0
2018-05-05 14:19:09,34.12,84.0,764.0,8.0,18.196,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:19:19,33.73,84.0,762.0,0.0,15.528,16714.0,13.0,0.0,0.0,0.0
2018-05-05 14:19:29,39.22,84.0,748.0,0.0,18.196,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:19:39,35.69,84.0,743.0,0.0,18.040000000000003,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:19:49,35.69,84.0,747.0,0.0,17.568,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:19:59,39.61,84.0,747.0,0.0,18.040000000000003,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:20:09,37.25,85.0,755.0,0.0,18.040000000000003,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:20:19,39.22,85.0,752.0,0.0,18.040000000000003,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:20:29,34.51,85.0,750.0,0.0,18.040000000000003,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:20:39,35.69,85.0,751.0,0.0,18.040000000000003,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:20:49,36.08,85.0,752.0,0.0,17.724,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:20:59,38.43,85.0,751.0,0.0,17.724,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:21:09,35.69,85.0,754.0,0.0,18.196,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:21:19,38.82,85.0,749.0,0.0,18.040000000000003,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:21:29,34.9,85.0,751.0,0.0,13.02,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:21:39,94.12,85.0,2087.0,38.0,17.1,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:21:49,85.1,85.0,1739.0,43.0,16.0,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:21:59,18.43,86.0,1078.0,50.0,18.508000000000003,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:22:09,29.8,86.0,1051.0,17.0,18.196,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:22:19,38.82,85.0,810.0,7.0,16.156000000000002,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:22:29,96.47,85.0,2302.0,37.0,19.452,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:22:39,95.69,85.0,2523.0,44.0,17.1,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:22:49,97.25,86.0,2064.0,55.0,18.824,16714.0,14.0,0.0,0.0,0.0
2018-05-05 14:22:59,92.16,87.0,1199.0,62.0,14.9,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:23:09,25.88,86.0,1315.0,60.0,12.548000000000002,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:23:19,29.41,86.0,1263.0,56.0,17.724,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:23:29,19.22,85.0,1163.0,48.0,19.296000000000003,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:23:39,20.39,84.0,942.0,14.0,15.528,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:23:49,43.14,84.0,697.0,0.0,17.724,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:23:59,36.47,85.0,749.0,0.0,17.724,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:24:09,35.29,85.0,755.0,0.0,18.196,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:24:19,38.43,85.0,754.0,0.0,18.352,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:24:29,39.22,85.0,748.0,0.0,17.568,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:24:39,36.08,85.0,747.0,0.0,17.724,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:24:49,35.69,85.0,748.0,0.0,18.040000000000003,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:24:59,40.39,85.0,751.0,0.0,18.040000000000003,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:25:09,48.63,85.0,795.0,3.0,18.196,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:25:19,47.45,85.0,793.0,0.0,18.040000000000003,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:25:29,47.45,85.0,794.0,0.0,18.508000000000003,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:25:39,57.25,86.0,1380.0,10.0,20.704,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:25:49,50.98,86.0,803.0,0.0,18.040000000000003,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:25:59,49.02,86.0,813.0,5.0,17.1,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:26:09,36.47,86.0,1039.0,9.0,16.472,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:26:19,32.94,86.0,1085.0,8.0,13.491999999999999,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:26:29,50.98,86.0,813.0,5.0,14.744,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:26:39,23.14,86.0,1051.0,20.0,22.432000000000002,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:26:49,69.02,85.0,1389.0,18.0,19.452,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:26:59,78.82,86.0,1111.0,9.0,18.508000000000003,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:27:09,53.73,86.0,799.0,2.0,18.824,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:27:19,47.06,86.0,827.0,6.0,15.372,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:27:29,33.73,86.0,811.0,1.0,17.256,16715.0,13.0,0.0,0.0,0.0
2018-05-05 14:27:39,48.63,86.0,814.0,2.0,14.9,16715.0,13.0,0.0,0.0,0.0
2018-05-05 14:27:49,43.14,86.0,1678.0,6.0,15.216000000000001,16715.0,14.0,0.0,0.0,0.0
2018-05-05 14:27:59,28.63,86.0,1080.0,23.0,20.548000000000002,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:28:09,36.47,86.0,1616.0,17.0,17.568,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:28:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:28:29,22.75,85.0,1036.0,24.0,16.472,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:28:39,41.96,86.0,946.0,7.0,13.02,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:28:49,30.98,86.0,1110.0,13.0,13.491999999999999,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:28:59,34.12,87.0,1571.0,17.0,14.432,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:29:09,33.33,86.0,1538.0,22.0,12.704,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:29:19,30.59,88.0,1112.0,8.0,18.196,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:29:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:29:39,58.04,88.0,1250.0,9.0,16.472,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:29:49,32.55,90.0,1084.0,8.0,16.628,16716.0,13.0,0.0,0.0,0.0
2018-05-05 14:29:59,45.88,90.0,785.0,3.0,17.412000000000003,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:30:09,36.86,90.0,942.0,7.0,16.94,16716.0,13.0,0.0,0.0,0.0
2018-05-05 14:30:19,49.41,88.0,941.0,7.0,15.06,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:30:29,24.71,88.0,1183.0,14.0,11.608,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:30:39,81.18,88.0,2067.0,26.0,19.296000000000003,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:30:49,22.75,88.0,1068.0,10.0,18.824,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:30:59,63.53,90.0,1726.0,15.0,13.332,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:31:09,25.88,90.0,1043.0,15.0,17.724,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:31:19,70.2,90.0,1846.0,14.0,15.06,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:31:29,56.47,90.0,1220.0,10.0,17.256,16716.0,13.0,0.0,0.0,0.0
2018-05-05 14:31:39,24.71,91.0,894.0,8.0,13.491999999999999,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:31:49,56.47,91.0,1589.0,16.0,17.568,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:31:59,43.14,90.0,1227.0,11.0,17.256,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:32:09,20.39,91.0,1089.0,10.0,19.296000000000003,16716.0,13.0,0.0,0.0,0.0
2018-05-05 14:32:19,46.67,90.0,1157.0,12.0,16.312,16716.0,14.0,0.0,0.0,0.0
2018-05-05 14:32:29,41.57,90.0,1051.0,19.0,19.296000000000003,16717.0,13.0,0.0,0.0,0.0
2018-05-05 14:32:39,54.9,90.0,776.0,1.0,13.96,16717.0,12.0,0.0,0.0,0.0
2018-05-05 14:32:49,55.29,90.0,793.0,1.0,17.1,16717.0,13.0,0.0,0.0,0.0
2018-05-05 14:32:59,34.51,90.0,718.0,1.0,16.628,16717.0,13.0,0.0,0.0,0.0
2018-05-05 14:33:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:33:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:33:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:33:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:33:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:33:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:33:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:33:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:33:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:33:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:33:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:33:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:34:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:34:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:34:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:34:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:34:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:34:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:34:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:34:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:34:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:34:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:34:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:34:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:35:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:35:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:35:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:35:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:35:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:35:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:35:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:35:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:35:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:35:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:35:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:35:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:36:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:36:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:36:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:36:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:36:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:36:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:36:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:36:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:36:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:36:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:36:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:36:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:37:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:37:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-05 14:37:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
